customer_id,age_first,country_first,gender_first,days_since_signup_first,days_since_last_purchase_min,cancellations_count_max,purchase_frequency_mean,revenue_sum,revenue_mean,revenue_std,quantity_sum,quantity_mean,subscription_status_first,churned
CUST1284,45,Germany,Male,1926,188,1,23.0,1495.23,1495.23,,3,3.0,paused,0
CUST1285,54,India,Female,1729,992,3,39.0,1055.39,1055.39,,7,7.0,cancelled,1
CUST1286,28,UK,Male,1540,769,2,24.0,787.64,787.64,,7,7.0,paused,0
CUST1287,45,UK,Female,1407,200,3,15.0,1753.29,1753.29,,9,9.0,active,0
CUST1288,28,Pakistan,Male,1463,678,1,8.0,1047.05,1047.05,,5,5.0,active,0
CUST1289,29,USA,Other,1773,1514,0,22.0,988.82,988.82,,2,2.0,cancelled,1
CUST1290,47,Pakistan,Male,1085,315,2,7.0,935.15,935.15,,5,5.0,active,0
CUST1291,41,Germany,Female,1054,932,4,47.0,1259.52,1259.52,,4,4.0,active,0
CUST1292,37,India,Male,1524,1521,5,19.0,1169.35,1169.35,,5,5.0,cancelled,1
CUST1293,58,UK,Male,1136,1125,4,6.0,1026.42,1026.42,,6,6.0,active,0
CUST1294,38,Canada,Male,1958,1620,5,29.0,777.2,777.2,,5,5.0,active,0
CUST1295,68,UK,Male,1126,284,0,14.0,1579.0,1579.0,,2,2.0,active,0
CUST1296,38,UK,Female,1346,250,2,5.0,1862.0,1862.0,,8,8.0,active,0
CUST1297,66,Pakistan,Male,1804,542,5,2.0,1786.22,1786.22,,1,1.0,paused,0
CUST1298,42,USA,Female,1811,1009,3,15.0,1735.92,1735.92,,8,8.0,cancelled,1
CUST1299,45,Pakistan,Male,1812,776,5,38.0,97.92,97.92,,9,9.0,cancelled,1
CUST1300,19,Canada,Female,915,469,1,25.0,1226.18,1226.18,,1,1.0,active,0
CUST1301,65,USA,Female,921,690,2,7.0,1840.08,1840.08,,4,4.0,active,0
CUST1302,55,USA,Female,932,901,3,21.0,1521.1000000000001,1521.1000000000001,,7,7.0,paused,0
CUST1303,45,Germany,Female,1251,596,1,11.0,603.1,603.1,,5,5.0,cancelled,1
CUST1304,35,India,Male,1584,982,5,6.0,360.92,360.92,,4,4.0,active,0
CUST1305,26,Germany,Male,1662,1203,3,31.0,1475.24,1475.24,,2,2.0,active,0
CUST1306,56,USA,Female,1189,1022,4,47.0,1317.88,1317.88,,2,2.0,active,0
CUST1307,40,Canada,Male,1489,1350,0,20.0,363.57,363.57,,3,3.0,paused,0
CUST1308,57,Germany,Male,1773,1523,4,49.0,1750.23,1750.23,,3,3.0,active,0
CUST1309,57,UK,Female,1964,476,3,20.0,1454.34,1454.34,,6,6.0,active,0
CUST1310,21,Germany,Female,1796,1119,4,6.0,593.11,593.11,,7,7.0,cancelled,1
CUST1311,31,Germany,Female,1974,1631,3,25.0,1597.28,1597.28,,4,4.0,paused,0
CUST1312,52,UK,Female,1901,475,0,49.0,675.9200000000001,675.9200000000001,,7,7.0,active,0
CUST1313,27,Pakistan,Other,1577,839,4,30.0,1270.8600000000001,1270.8600000000001,,6,6.0,active,0
CUST1314,32,Canada,Male,1863,376,1,15.0,1138.35,1138.35,,5,5.0,active,0
CUST1315,55,Pakistan,Male,1657,535,5,49.0,196.07999999999998,196.07999999999998,,3,3.0,cancelled,1
CUST1316,37,Canada,Female,1445,845,2,32.0,306.12,306.12,,6,6.0,cancelled,1
CUST1317,19,Germany,Female,1013,882,4,6.0,924.6,924.6,,2,2.0,active,0
CUST1318,59,USA,Female,1161,798,1,48.0,1138.1399999999999,1138.1399999999999,,9,9.0,cancelled,1
CUST1319,67,India,Male,909,572,4,32.0,326.0,326.0,,5,5.0,cancelled,1
CUST1320,31,Germany,Female,1075,874,2,46.0,466.56,466.56,,4,4.0,paused,0
CUST1321,19,USA,Male,1044,497,0,23.0,843.78,843.78,,6,6.0,active,0
CUST1322,41,India,Female,1267,1168,5,49.0,610.12,610.12,,4,4.0,cancelled,1
CUST1323,59,Pakistan,Female,1302,544,3,46.0,1998.08,1998.08,,7,7.0,active,0
CUST1324,61,India,Male,933,909,5,29.0,408.90000000000003,408.90000000000003,,3,3.0,active,0
CUST1325,46,Canada,Other,1983,501,4,39.0,1113.4,1113.4,,2,2.0,cancelled,1
CUST1326,19,UK,Female,1587,476,2,39.0,1387.5,1387.5,,6,6.0,active,0
CUST1327,44,Pakistan,Female,1565,1307,4,15.0,630.3,630.3,,6,6.0,active,0
CUST1328,64,Pakistan,Male,1394,1264,1,49.0,58.650000000000006,58.650000000000006,,5,5.0,active,0
CUST1329,66,India,Female,1616,1367,0,9.0,1844.88,1844.88,,8,8.0,active,0
CUST1330,60,Germany,Female,1529,1043,2,13.0,1505.84,1505.84,,8,8.0,active,0
CUST1331,36,Canada,Female,1358,821,0,27.0,171.89999999999998,171.89999999999998,,6,6.0,active,0
CUST1332,49,Canada,Male,1284,433,2,2.0,1403.36,1403.36,,8,8.0,active,0
CUST1333,45,Pakistan,Female,949,360,4,25.0,1440.72,1440.72,,8,8.0,active,0
CUST1334,54,UK,Male,1832,451,4,47.0,1993.1100000000001,1993.1100000000001,,7,7.0,active,0
CUST1335,22,Germany,Female,1513,1371,0,38.0,694.29,694.29,,3,3.0,cancelled,1
CUST1336,22,UK,Female,1635,402,5,2.0,961.03,961.03,,7,7.0,active,0
CUST1337,22,USA,Female,941,437,0,9.0,1470.07,1470.07,,7,7.0,paused,0
CUST1338,45,UK,Female,1341,640,3,16.0,1395.04,1395.04,,4,4.0,paused,0
CUST1339,40,UK,Female,1250,827,2,23.0,876.84,876.84,,4,4.0,active,0
CUST1340,21,Canada,Female,1067,324,1,27.0,728.21,728.21,,7,7.0,active,0
CUST1341,27,Pakistan,Male,1590,1356,2,10.0,1803.7,1803.7,,5,5.0,active,0
CUST1342,57,Canada,Male,1862,1459,1,44.0,1664.08,1664.08,,8,8.0,active,0
CUST1343,59,Canada,Male,1094,930,5,30.0,1176.8000000000002,1176.8000000000002,,5,5.0,active,0
CUST1344,21,USA,Male,1767,236,0,37.0,45.15,45.15,,7,7.0,active,0
CUST1345,35,UK,Male,1511,1163,4,15.0,411.1,411.1,,2,2.0,active,0
CUST1346,37,Germany,Female,1584,1167,2,7.0,224.15,224.15,,1,1.0,active,0
CUST1347,26,Pakistan,Female,1951,774,1,4.0,231.96,231.96,,2,2.0,active,0
CUST1348,41,Germany,Male,1601,910,0,11.0,26.33,26.33,,1,1.0,cancelled,1
CUST1349,43,Canada,Male,1020,446,1,8.0,1033.8000000000002,1033.8000000000002,,6,6.0,active,0
CUST1350,61,UK,Female,1702,754,3,36.0,1871.85,1871.85,,5,5.0,active,0
CUST1351,51,Pakistan,Female,1570,1458,0,2.0,1780.2599999999998,1780.2599999999998,,6,6.0,cancelled,1
CUST1352,57,USA,Female,1549,184,4,14.0,1727.7599999999998,1727.7599999999998,,3,3.0,cancelled,1
CUST1353,34,Germany,Female,1792,1254,2,49.0,1503.11,1503.11,,7,7.0,cancelled,1
CUST1354,22,UK,Female,1154,584,4,8.0,1248.09,1248.09,,3,3.0,cancelled,1
CUST1355,50,Pakistan,Male,1913,1174,0,38.0,1316.82,1316.82,,6,6.0,cancelled,1
CUST1356,66,UK,Female,1929,340,0,29.0,240.94,240.94,,7,7.0,active,0
CUST1357,66,UK,Male,1638,1095,3,29.0,1160.91,1160.91,,9,9.0,active,0
CUST1358,47,Canada,Female,1981,1096,0,26.0,1185.52,1185.52,,8,8.0,active,0
CUST1359,39,India,Female,1531,262,5,44.0,1716.6499999999999,1716.6499999999999,,5,5.0,cancelled,1
CUST1360,48,India,Female,928,563,5,36.0,585.12,585.12,,4,4.0,active,0
CUST1361,23,India,Male,1289,1203,1,48.0,1485.54,1485.54,,9,9.0,cancelled,1
CUST1362,18,Germany,Female,1709,1574,1,3.0,1778.4,1778.4,,8,8.0,active,0
CUST1363,29,UK,Female,1579,847,4,9.0,1988.67,1988.67,,3,3.0,cancelled,1
CUST1364,21,Germany,Female,1940,1842,5,41.0,1207.6200000000001,1207.6200000000001,,9,9.0,cancelled,1
CUST1365,32,Pakistan,Male,1839,1218,4,21.0,228.24,228.24,,4,4.0,active,0
CUST1366,60,India,Female,1453,848,3,17.0,1336.08,1336.08,,2,2.0,active,0
CUST1367,27,Pakistan,Female,1828,571,3,24.0,1392.48,1392.48,,4,4.0,active,0
CUST1368,66,USA,Male,1015,232,3,7.0,532.91,532.91,,7,7.0,cancelled,1
CUST1369,27,USA,Female,1742,1033,4,22.0,628.25,628.25,,7,7.0,active,0
CUST1370,37,UK,Male,1598,509,1,16.0,1952.6499999999999,1952.6499999999999,,5,5.0,active,0
CUST1371,43,Canada,Female,1122,239,5,24.0,1451.68,1451.68,,2,2.0,active,0
CUST1372,63,Germany,Male,1215,439,4,7.0,1813.56,1813.56,,3,3.0,active,0
CUST1373,64,Germany,Female,1578,662,2,37.0,1898.7599999999998,1898.7599999999998,,6,6.0,active,0
CUST1374,19,India,Male,1767,821,4,38.0,451.26,451.26,,6,6.0,cancelled,1
CUST1375,63,Germany,Male,1357,897,5,17.0,1598.16,1598.16,,4,4.0,paused,0
CUST1376,56,Germany,Female,1403,738,5,42.0,84.21,84.21,,7,7.0,active,0
CUST1377,33,Germany,Male,1662,494,3,34.0,218.88,218.88,,4,4.0,active,0
CUST1378,48,Canada,Male,1406,438,1,40.0,613.6999999999999,613.6999999999999,,5,5.0,active,0
CUST1379,47,Germany,Female,1523,1081,1,48.0,142.2,142.2,,6,6.0,paused,0
CUST1380,46,India,Male,950,860,1,20.0,544.5,544.5,,3,3.0,paused,0
CUST1381,66,Germany,Female,938,201,3,45.0,391.2,391.2,,2,2.0,active,0
CUST1382,60,Pakistan,Female,1858,275,5,14.0,971.28,971.28,,9,9.0,cancelled,1
CUST1383,39,UK,Female,995,569,2,18.0,1732.98,1732.98,,3,3.0,active,0
CUST1384,31,Pakistan,Male,1368,646,5,41.0,568.0500000000001,568.0500000000001,,7,7.0,active,0
CUST1385,26,UK,Female,1016,712,4,18.0,548.32,548.32,,8,8.0,paused,0
CUST1386,34,India,Male,1206,1079,3,23.0,1547.44,1547.44,,8,8.0,cancelled,1
CUST1387,44,UK,Male,1488,1371,5,22.0,1660.1999999999998,1660.1999999999998,,6,6.0,active,0
CUST1388,61,Germany,Male,1506,1417,0,12.0,103.66,103.66,,2,2.0,cancelled,1
CUST1389,46,UK,Female,1886,1781,1,33.0,1069.84,1069.84,,8,8.0,active,0
CUST1390,64,UK,Male,1498,254,4,34.0,209.76,209.76,,4,4.0,paused,0
CUST1391,60,India,Female,1660,771,0,29.0,1499.71,1499.71,,1,1.0,active,0
CUST1392,66,Canada,Male,1439,659,1,26.0,1688.52,1688.52,,3,3.0,paused,0
CUST1393,62,India,Female,1779,1762,0,45.0,1366.86,1366.86,,1,1.0,active,0
CUST1394,43,USA,Female,1372,1358,3,38.0,1741.6799999999998,1741.6799999999998,,6,6.0,active,0
CUST1395,60,India,Male,1234,929,1,45.0,1210.77,1210.77,,9,9.0,active,0
CUST1396,52,India,Female,1846,1543,0,43.0,868.32,868.32,,2,2.0,active,0
CUST1397,55,Canada,Female,1848,1239,0,2.0,314.23,314.23,,7,7.0,paused,0
CUST1398,63,Pakistan,Other,1676,326,0,15.0,1107.33,1107.33,,7,7.0,paused,0
CUST1399,43,Pakistan,Female,1230,753,3,17.0,913.22,913.22,,7,7.0,cancelled,1
CUST1400,68,Germany,Female,1534,549,5,32.0,362.0,362.0,,4,4.0,active,0
CUST1401,60,Pakistan,Male,917,723,0,25.0,397.65000000000003,397.65000000000003,,3,3.0,cancelled,1
CUST1402,27,Germany,Female,1739,922,2,25.0,630.0,630.0,,2,2.0,cancelled,1
CUST1403,31,India,Male,1432,1190,0,14.0,117.0,117.0,,6,6.0,active,0
CUST1404,52,India,Female,1222,879,5,4.0,521.43,521.43,,7,7.0,active,0
CUST1405,40,India,Male,1988,598,0,33.0,1618.23,1618.23,,3,3.0,paused,0
CUST1406,66,USA,Female,918,347,2,19.0,707.14,707.14,,7,7.0,active,0
CUST1407,22,UK,Female,1436,906,2,6.0,1263.8,1263.8,,1,1.0,cancelled,1
CUST1408,56,USA,Male,1076,568,0,44.0,1929.72,1929.72,,3,3.0,active,0
CUST1409,61,USA,Female,990,372,5,7.0,1738.32,1738.32,,8,8.0,paused,0
CUST1410,61,Germany,Male,1575,1232,5,1.0,758.32,758.32,,8,8.0,active,0
CUST1411,64,Germany,Female,1428,186,0,23.0,1529.0,1529.0,,5,5.0,active,0
CUST1412,65,Pakistan,Female,1982,191,3,18.0,164.32,164.32,,4,4.0,active,0
CUST1413,58,India,Male,1059,467,1,29.0,1246.72,1246.72,,8,8.0,active,0
CUST1414,33,UK,Male,981,477,2,31.0,1230.48,1230.48,,3,3.0,active,0
CUST1415,24,Germany,Female,1376,613,1,32.0,1051.44,1051.44,,3,3.0,active,0
CUST1416,62,Pakistan,Male,1205,766,0,32.0,1733.12,1733.12,,8,8.0,active,0
CUST1417,42,India,Male,1705,220,4,11.0,451.20000000000005,451.20000000000005,,6,6.0,active,0
CUST1418,22,UK,Female,1044,221,3,4.0,119.63,119.63,,7,7.0,active,0
CUST1419,65,Canada,Female,1441,790,1,31.0,37.98,37.98,,9,9.0,paused,0
CUST1420,39,Canada,Other,1836,757,4,35.0,179.34,179.34,,2,2.0,paused,0
CUST1421,37,USA,Male,1371,394,2,11.0,230.88,230.88,,4,4.0,active,0
CUST1422,40,Germany,Female,1348,506,1,32.0,1441.3,1441.3,,5,5.0,active,0
CUST1423,21,Pakistan,Male,952,359,2,9.0,297.04,297.04,,8,8.0,active,0
CUST1424,55,Canada,Female,1650,510,5,39.0,1799.69,1799.69,,1,1.0,cancelled,1
CUST1425,26,Canada,Male,963,788,1,49.0,1101.57,1101.57,,3,3.0,active,0
CUST1426,27,UK,Female,1013,517,4,40.0,1218.7,1218.7,,7,7.0,paused,0
CUST1427,35,USA,Female,1314,419,3,3.0,1457.61,1457.61,,7,7.0,cancelled,1
CUST1428,19,USA,Male,1321,393,2,40.0,849.68,849.68,,8,8.0,active,0
CUST1429,54,Germany,Female,1045,766,5,19.0,841.59,841.59,,9,9.0,cancelled,1
CUST1430,57,India,Female,1855,428,0,41.0,1228.83,1228.83,,3,3.0,cancelled,1
CUST1431,41,UK,Female,1270,788,5,23.0,795.0,795.0,,2,2.0,active,0
CUST1432,25,India,Male,1151,983,4,15.0,391.98,391.98,,6,6.0,cancelled,1
CUST1433,48,Pakistan,Female,1498,1169,3,40.0,418.6,418.6,,5,5.0,active,0
CUST1434,43,Germany,Male,1630,1023,0,5.0,1106.19,1106.19,,3,3.0,cancelled,1
CUST1435,54,Germany,Male,1664,811,5,48.0,1338.93,1338.93,,9,9.0,paused,0
CUST1436,50,Pakistan,Male,1301,683,1,37.0,1815.48,1815.48,,6,6.0,active,0
CUST1437,54,Pakistan,Female,1413,584,0,13.0,278.08,278.08,,8,8.0,active,0
CUST1438,59,Pakistan,Other,1095,711,3,11.0,1390.32,1390.32,,4,4.0,cancelled,1
CUST1439,32,USA,Male,1309,657,1,31.0,174.96,174.96,,4,4.0,active,0
CUST1440,34,USA,Female,1371,398,5,36.0,123.64,123.64,,1,1.0,active,0
CUST1441,67,India,Male,1462,1095,1,18.0,580.8,580.8,,6,6.0,active,0
CUST1442,67,Pakistan,Female,1933,370,2,10.0,192.54000000000002,192.54000000000002,,3,3.0,active,0
CUST1443,39,UK,Female,1020,912,2,20.0,1409.68,1409.68,,1,1.0,active,0
CUST1444,31,India,Male,1079,400,5,19.0,1656.3600000000001,1656.3600000000001,,6,6.0,active,0
CUST1445,56,UK,Male,1233,648,0,49.0,839.04,839.04,,8,8.0,active,0
CUST1446,39,Pakistan,Female,928,891,0,18.0,552.26,552.26,,1,1.0,cancelled,1
CUST1447,61,Pakistan,Female,1345,1204,0,30.0,1510.04,1510.04,,1,1.0,active,0
CUST1448,29,Germany,Female,1889,465,5,4.0,900.5699999999999,900.5699999999999,,3,3.0,active,0
CUST1449,38,UK,Male,1751,675,3,32.0,818.01,818.01,,9,9.0,paused,0
CUST1450,34,Germany,Male,1319,1221,0,45.0,260.15,260.15,,1,1.0,active,0
CUST1451,25,Pakistan,Male,978,481,1,32.0,309.76,309.76,,8,8.0,active,0
CUST1452,22,India,Male,1820,1269,4,48.0,1068.1200000000001,1068.1200000000001,,6,6.0,paused,0
CUST1453,44,Germany,Female,1229,583,4,32.0,777.02,777.02,,2,2.0,paused,0
CUST1454,45,Pakistan,Female,1109,995,2,40.0,1727.46,1727.46,,9,9.0,cancelled,1
CUST1455,65,India,Female,1181,497,4,32.0,433.8,433.8,,9,9.0,active,0
CUST1456,64,India,Female,1083,674,2,44.0,155.88,155.88,,6,6.0,active,0
CUST1457,52,USA,Male,1351,614,2,2.0,1174.59,1174.59,,3,3.0,active,0
CUST1458,25,Pakistan,Female,977,291,1,41.0,1365.8700000000001,1365.8700000000001,,3,3.0,active,0
CUST1459,50,Pakistan,Female,1710,1273,2,16.0,1137.99,1137.99,,1,1.0,active,0
CUST1460,66,India,Female,1176,711,4,14.0,1658.24,1658.24,,8,8.0,active,0
CUST1461,66,India,Female,1603,639,5,40.0,1947.2400000000002,1947.2400000000002,,6,6.0,cancelled,1
CUST1462,24,Canada,Female,1908,1818,0,10.0,1030.75,1030.75,,5,5.0,active,0
CUST1463,46,Canada,Male,1798,985,1,21.0,1493.98,1493.98,,1,1.0,paused,0
CUST1464,39,India,Male,1490,283,5,10.0,1106.72,1106.72,,2,2.0,paused,0
CUST1465,26,Pakistan,Female,1585,1468,3,41.0,1069.68,1069.68,,6,6.0,active,0
CUST1466,36,India,Female,1071,760,5,25.0,638.11,638.11,,1,1.0,cancelled,1
CUST1467,37,India,Female,1641,1523,1,34.0,1802.56,1802.56,,8,8.0,active,0
CUST1468,35,Canada,Female,1606,1101,2,49.0,1201.5,1201.5,,9,9.0,active,0
CUST1469,44,Germany,Male,1098,900,2,19.0,1281.06,1281.06,,6,6.0,cancelled,1
CUST1470,51,Germany,Female,1176,1055,0,36.0,1482.96,1482.96,,8,8.0,active,0
CUST1471,35,USA,Female,1031,237,0,4.0,702.4,702.4,,8,8.0,cancelled,1
CUST1472,51,UK,Male,1030,396,0,29.0,391.12,391.12,,4,4.0,cancelled,1
CUST1473,56,Pakistan,Male,1001,988,2,38.0,1778.3999999999999,1778.3999999999999,,9,9.0,active,0
CUST1474,37,USA,Female,1655,1110,0,46.0,1064.18,1064.18,,2,2.0,active,0
CUST1475,40,Canada,Female,1893,1052,1,7.0,980.6,980.6,,5,5.0,cancelled,1
CUST1476,40,Pakistan,Female,1366,600,5,12.0,1883.16,1883.16,,6,6.0,cancelled,1
CUST1477,31,Germany,Female,1219,881,1,34.0,835.04,835.04,,2,2.0,cancelled,1
CUST1478,23,India,Female,1903,388,3,27.0,998.08,998.08,,8,8.0,active,0
CUST1479,32,India,Female,1217,346,2,2.0,541.26,541.26,,6,6.0,cancelled,1
CUST1480,46,Pakistan,Other,1586,206,4,7.0,1109.88,1109.88,,4,4.0,paused,0
CUST1481,65,USA,Male,1030,990,0,2.0,664.35,664.35,,5,5.0,cancelled,1
CUST1482,19,Pakistan,Female,1664,957,3,10.0,1062.56,1062.56,,8,8.0,active,0
CUST1483,21,UK,Male,1168,420,2,47.0,554.08,554.08,,1,1.0,cancelled,1
CUST1484,23,USA,Male,923,689,1,2.0,952.1500000000001,952.1500000000001,,5,5.0,active,0
CUST1485,59,Canada,Female,1397,1000,0,16.0,1598.38,1598.38,,7,7.0,active,0
CUST1486,28,Germany,Male,1570,1234,3,4.0,975.01,975.01,,1,1.0,active,0
CUST1487,40,India,Male,1571,233,3,31.0,186.45,186.45,,3,3.0,active,0
CUST1488,49,Canada,Female,1175,751,1,11.0,1075.12,1075.12,,2,2.0,active,0
CUST1489,46,Germany,Female,1044,304,2,11.0,1890.6,1890.6,,4,4.0,active,0
CUST1490,44,Germany,Female,977,748,1,31.0,873.28,873.28,,8,8.0,cancelled,1
CUST1491,50,USA,Male,1492,1149,3,25.0,1307.45,1307.45,,5,5.0,paused,0
CUST1492,49,UK,Female,1963,691,5,41.0,486.36,486.36,,7,7.0,active,0
CUST1493,38,Canada,Female,990,207,2,37.0,1481.71,1481.71,,1,1.0,active,0
CUST1494,25,Canada,Male,1115,855,0,30.0,1702.89,1702.89,,9,9.0,cancelled,1
CUST1495,62,India,Female,1621,1526,3,42.0,1084.56,1084.56,,4,4.0,active,0
CUST1496,33,Canada,Female,1244,1130,5,20.0,1984.05,1984.05,,5,5.0,active,0
CUST1497,20,UK,Male,1676,380,0,47.0,1673.52,1673.52,,2,2.0,cancelled,1
CUST1498,29,Canada,Male,1705,1441,1,7.0,143.92,143.92,,2,2.0,active,0
CUST1499,45,Pakistan,Male,1403,1269,3,33.0,1601.28,1601.28,,1,1.0,active,0
CUST1500,49,Canada,Female,1749,1451,3,3.0,1748.97,1748.97,,3,3.0,paused,0
CUST1501,51,Pakistan,Other,1232,994,3,34.0,614.28,614.28,,2,2.0,paused,0
CUST1502,66,USA,Male,1559,393,4,32.0,1545.76,1545.76,,8,8.0,paused,0
CUST1503,58,USA,Male,1412,630,1,32.0,1993.12,1993.12,,2,2.0,cancelled,1
CUST1504,31,Pakistan,Female,1045,322,0,42.0,1931.34,1931.34,,2,2.0,active,0
CUST1505,35,Canada,Male,938,257,4,7.0,1213.7400000000002,1213.7400000000002,,9,9.0,active,0
CUST1506,48,Pakistan,Female,1937,1349,2,27.0,472.48,472.48,,8,8.0,active,0
CUST1507,34,Pakistan,Male,1782,203,0,14.0,818.9,818.9,,5,5.0,cancelled,1
CUST1508,57,India,Female,1620,772,3,38.0,1838.34,1838.34,,9,9.0,paused,0
CUST1509,42,Germany,Male,973,556,3,32.0,1458.45,1458.45,,9,9.0,active,0
CUST1510,60,Germany,Female,1208,210,3,43.0,748.92,748.92,,6,6.0,cancelled,1
CUST1511,28,Canada,Female,1285,530,1,32.0,570.43,570.43,,7,7.0,paused,0
CUST1512,34,Canada,Male,1679,268,0,23.0,108.12,108.12,,3,3.0,paused,0
CUST1513,44,Germany,Male,1162,264,4,26.0,1704.8500000000001,1704.8500000000001,,7,7.0,cancelled,1
CUST1514,57,India,Male,1792,1133,1,33.0,1285.6200000000001,1285.6200000000001,,3,3.0,active,0
CUST1515,54,India,Male,1361,1070,5,8.0,704.01,704.01,,3,3.0,active,0
CUST1516,51,India,Male,1808,973,1,40.0,1280.25,1280.25,,9,9.0,cancelled,1
CUST1517,41,USA,Male,1070,893,3,20.0,697.08,697.08,,6,6.0,cancelled,1
CUST1518,47,UK,Male,1674,1277,5,15.0,1930.44,1930.44,,6,6.0,active,0
CUST1519,26,USA,Female,1992,1364,1,9.0,1334.8500000000001,1334.8500000000001,,5,5.0,active,0
CUST1520,40,Canada,Female,1211,1135,1,36.0,1419.8,1419.8,,5,5.0,active,0
CUST1521,43,India,Male,1813,199,2,47.0,1529.12,1529.12,,4,4.0,active,0
CUST1522,53,USA,Male,1325,628,2,43.0,869.68,869.68,,4,4.0,paused,0
CUST1523,63,Canada,Male,1451,1434,3,5.0,462.0,462.0,,8,8.0,active,0
CUST1524,43,USA,Female,1808,1317,5,29.0,1025.8,1025.8,,4,4.0,active,0
CUST1525,66,UK,Male,983,612,5,18.0,1803.3000000000002,1803.3000000000002,,6,6.0,paused,0
CUST1526,54,India,Male,1520,1520,3,26.0,604.8,604.8,,8,8.0,paused,0
CUST1527,30,India,Male,1902,589,4,39.0,1582.47,1582.47,,1,1.0,cancelled,1
CUST1528,24,USA,Female,1265,1074,5,30.0,1197.66,1197.66,,6,6.0,active,0
CUST1529,50,UK,Male,1782,403,3,7.0,681.84,681.84,,9,9.0,active,0
CUST1530,26,Canada,Male,1422,634,1,19.0,507.99,507.99,,3,3.0,active,0
CUST1531,44,Canada,Female,1377,1302,5,32.0,1398.95,1398.95,,5,5.0,active,0
CUST1532,40,USA,Male,1276,1039,3,45.0,75.72,75.72,,4,4.0,active,0
CUST1533,41,India,Male,1904,618,2,32.0,1180.4,1180.4,,8,8.0,active,0
CUST1534,54,UK,Male,1120,823,4,2.0,744.1200000000001,744.1200000000001,,9,9.0,active,0
CUST1535,29,Pakistan,Female,1119,790,4,15.0,1607.67,1607.67,,9,9.0,cancelled,1
CUST1536,20,Pakistan,Female,1126,1096,3,21.0,179.52,179.52,,8,8.0,active,0
CUST1537,59,India,Female,1356,493,0,8.0,1773.52,1773.52,,4,4.0,active,0
CUST1538,37,Canada,Male,1315,594,0,46.0,1515.28,1515.28,,8,8.0,active,0
CUST1539,61,Canada,Female,1195,366,4,33.0,1322.73,1322.73,,3,3.0,active,0
CUST1540,50,Canada,Female,1930,1310,5,29.0,1889.64,1889.64,,2,2.0,active,0
CUST1541,67,Pakistan,Male,1148,388,0,49.0,1785.48,1785.48,,2,2.0,paused,0
CUST1542,39,UK,Female,1307,831,4,9.0,1767.84,1767.84,,3,3.0,cancelled,1
CUST1543,64,Pakistan,Male,1524,1499,5,38.0,699.99,699.99,,3,3.0,paused,0
CUST1544,59,UK,Female,1255,234,2,3.0,1512.45,1512.45,,9,9.0,active,0
CUST1545,40,USA,Female,1086,734,2,17.0,1136.7,1136.7,,5,5.0,active,0
CUST1546,36,UK,Male,1686,1146,2,22.0,493.26,493.26,,3,3.0,active,0
CUST1547,49,Germany,Female,1000,219,2,12.0,577.99,577.99,,1,1.0,active,0
CUST1548,35,UK,Female,1904,327,4,6.0,1172.92,1172.92,,4,4.0,paused,0
CUST1549,56,UK,Male,1748,1400,1,20.0,1133.94,1133.94,,6,6.0,active,0
CUST1550,57,Canada,Male,1231,307,5,44.0,1809.12,1809.12,,2,2.0,active,0
CUST1551,63,UK,Female,1679,904,0,9.0,1220.25,1220.25,,1,1.0,active,0
CUST1552,29,India,Female,1380,1156,2,35.0,205.02,205.02,,6,6.0,active,0
CUST1553,40,USA,Female,1629,240,2,5.0,1376.19,1376.19,,9,9.0,active,0
CUST1554,54,Germany,Female,1403,736,0,22.0,231.68,231.68,,8,8.0,paused,0
CUST1555,52,India,Male,1509,722,3,6.0,1175.79,1175.79,,7,7.0,active,0
CUST1556,35,India,Female,1943,1170,5,35.0,988.29,988.29,,3,3.0,active,0
CUST1557,67,USA,Male,1193,462,4,42.0,1543.19,1543.19,,1,1.0,active,0
CUST1558,27,UK,Female,1529,1017,5,43.0,1049.02,1049.02,,2,2.0,paused,0
CUST1559,38,Germany,Female,1731,1659,4,41.0,1369.52,1369.52,,4,4.0,active,0
CUST1560,41,UK,Female,1010,377,3,22.0,1483.02,1483.02,,9,9.0,cancelled,1
CUST1561,33,India,Male,1800,682,3,30.0,1433.34,1433.34,,9,9.0,active,0
CUST1562,45,USA,Female,1193,494,3,7.0,265.76,265.76,,8,8.0,active,0
CUST1563,28,Germany,Male,1515,688,4,19.0,1815.34,1815.34,,1,1.0,cancelled,1
CUST1564,27,Germany,Male,1711,680,5,2.0,68.0,68.0,,4,4.0,active,0
CUST1565,33,Pakistan,Male,1373,490,0,5.0,648.48,648.48,,6,6.0,paused,0
CUST1566,28,India,Male,1817,1340,4,5.0,110.64000000000001,110.64000000000001,,6,6.0,active,0
CUST1567,58,UK,Female,1981,1573,1,49.0,1321.44,1321.44,,4,4.0,paused,0
CUST1568,34,Pakistan,Female,1031,851,2,36.0,972.9300000000001,972.9300000000001,,7,7.0,active,0
CUST1569,52,Canada,Female,1908,904,4,33.0,225.75,225.75,,5,5.0,active,0
CUST1570,51,USA,Male,1944,831,0,21.0,1064.96,1064.96,,4,4.0,active,0
CUST1571,38,Pakistan,Male,1091,1041,5,29.0,1151.19,1151.19,,9,9.0,active,0
CUST1572,46,UK,Female,1001,306,0,49.0,345.45,345.45,,7,7.0,active,0
