order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender,Revenue,Age_group,Days Since Last Purchase,Customer Tenure Days,Month-Year,Churn Risk Score
ORD5461,CUST1461,66,PROD661,India,25-Sep-21,16-May-24,5,cancelled,08-Jul-23,324.54,6,40,Electronics,Refrigerator,Home,Female,1947.24,56+,645,964,Jul-23,80
ORD5462,CUST1462,24,PROD662,Canada,24-Nov-20,22-Feb-21,0,active,28-May-25,206.15,5,10,Electronics,Shampoo,Beauty,Female,1030.75,18-25,1824,90,May-25,50
ORD5463,CUST1463,46,PROD663,Canada,14-Mar-21,05-Jun-23,1,paused,23-Nov-23,1493.98,1,21,Beauty,Smartphone,Electronics,Male,1493.98,46-55,991,813,Nov-23,80
ORD5464,CUST1464,39,PROD664,India,16-Jan-22,07-May-25,5,paused,16-Apr-22,553.36,2,10,Beauty,Sneakers,Clothing,Male,1106.72,36-45,289,1207,Apr-22,100
ORD5465,CUST1465,26,PROD665,Pakistan,13-Oct-21,07-Feb-22,3,active,20-Mar-25,178.28,6,41,Electronics,Vacuum Cleaner,Home,Female,1069.68,26-35,1474,117,Mar-25,80
ORD5466,CUST1466,36,PROD666,India,11-Mar-23,16-Jan-24,5,cancelled,25-Jun-24,638.11,1,25,Electronics,Tablet,Electronics,Female,638.11,36-45,766,311,Jun-24,80
ORD5467,CUST1467,37,PROD667,India,18-Aug-21,14-Dec-21,1,active,25-Jun-22,225.32,8,34,Beauty,Blender,Home,Female,1802.56,36-45,1529,118,Jun-22,60
ORD5468,CUST1468,35,PROD668,Canada,22-Sep-21,09-Feb-23,2,active,25-Jan-25,133.5,9,49,Beauty,Basketball,Sports,Female,1201.5,26-35,1107,505,Jan-25,70
ORD5469,CUST1469,44,PROD669,Germany,12-Feb-23,29-Aug-23,2,cancelled,18-Apr-23,213.51,6,19,Home,Football,Sports,Male,1281.06,36-45,906,198,Apr-23,70
ORD5470,CUST1470,51,PROD670,Germany,26-Nov-22,27-Mar-23,0,active,29-Apr-25,185.37,8,36,Clothing,Conditioner,Beauty,Female,1482.96,46-55,1061,121,Apr-25,50
ORD5471,CUST1471,35,PROD671,USA,20-Apr-23,22-Jun-25,0,cancelled,04-Apr-24,87.8,8,4,Home,Skirt,Clothing,Female,702.4,26-35,243,794,Apr-24,50
ORD5472,CUST1472,51,PROD672,UK,21-Apr-23,14-Jan-25,0,cancelled,15-Sep-24,97.78,4,29,Home,Perfume,Beauty,Male,391.12,46-55,402,634,Sep-24,50
ORD5473,CUST1473,56,PROD673,Pakistan,20-May-23,02-Jun-23,2,active,18-Jul-23,197.6,9,38,Clothing,Dress,Clothing,Male,1778.4,56+,994,13,Jul-23,70
ORD5474,CUST1474,37,PROD674,USA,04-Aug-21,31-Jan-23,0,active,06-Jan-24,532.09,2,46,Beauty,Dining Table,Home,Female,1064.18,36-45,1116,545,Jan-24,50
ORD5475,CUST1475,40,PROD675,Canada,09-Dec-20,30-Mar-23,1,cancelled,10-Aug-24,196.12,5,7,Beauty,Shirt,Clothing,Female,980.6,36-45,1058,841,Aug-24,60
ORD5476,CUST1476,40,PROD676,Pakistan,20-May-22,24-Jun-24,5,cancelled,20-Sep-22,313.86,6,12,Sports,Dumbbells,Sports,Female,1883.16,36-45,606,766,Sep-22,80
ORD5477,CUST1477,31,PROD677,Germany,14-Oct-22,17-Sep-23,1,cancelled,20-Nov-24,417.52,2,34,Sports,T-Shirt,Clothing,Female,835.04,26-35,887,338,Nov-24,60
ORD5478,CUST1478,23,PROD678,India,29-Nov-20,22-Jan-25,3,active,08-Apr-24,124.76,8,27,Home,Jeans,Clothing,Female,998.08,18-25,394,1515,Apr-24,80
ORD5479,CUST1479,32,PROD679,India,16-Oct-22,05-Mar-25,2,cancelled,14-Oct-24,90.21,6,2,Clothing,Smartwatch,Electronics,Female,541.26,26-35,352,871,Oct-24,70
ORD5480,CUST1480,46,PROD680,Pakistan,12-Oct-21,23-Jul-25,4,paused,14-Jan-23,277.47,4,7,Beauty,Sneakers,Clothing,Other,1109.88,46-55,212,1380,Jan-23,100
ORD5481,CUST1481,65,PROD681,USA,21-Apr-23,31-May-23,0,cancelled,06-Mar-25,132.87,5,2,Electronics,Laptop,Electronics,Male,664.35,56+,996,40,Mar-25,50
ORD5482,CUST1482,19,PROD682,Pakistan,26-Jul-21,03-Jul-23,3,active,26-Aug-23,132.82,8,10,Clothing,Sneakers,Clothing,Female,1062.56,18-25,963,707,Aug-23,80
ORD5483,CUST1483,21,PROD683,UK,04-Dec-22,21-Dec-24,2,cancelled,04-Apr-24,554.08,1,47,Clothing,Chair,Home,Male,554.08,18-25,426,748,Apr-24,70
ORD5484,CUST1484,23,PROD684,USA,06-Aug-23,27-Mar-24,1,active,24-Mar-24,190.43,5,2,Home,Shampoo,Beauty,Male,952.15,18-25,695,234,Mar-24,60
ORD5485,CUST1485,59,PROD685,Canada,19-Apr-22,21-May-23,0,active,23-Jan-24,228.34,7,16,Beauty,Tablet,Electronics,Female,1598.38,56+,1006,397,Jan-24,50
ORD5486,CUST1486,28,PROD686,Germany,28-Oct-21,29-Sep-22,3,active,23-Sep-23,975.01,1,4,Clothing,Tennis Racket,Sports,Male,975.01,26-35,1240,336,Sep-23,80
ORD5487,CUST1487,40,PROD687,India,27-Oct-21,26-Jun-25,3,active,15-Mar-24,62.15,3,31,Electronics,Conditioner,Beauty,Male,186.45,36-45,239,1338,Mar-24,80
ORD5488,CUST1488,49,PROD688,Canada,27-Nov-22,25-Jan-24,1,active,22-Apr-23,537.56,2,11,Beauty,Shirt,Clothing,Female,1075.12,46-55,757,424,Apr-23,60
ORD5489,CUST1489,46,PROD689,Germany,07-Apr-23,16-Apr-25,2,active,20-Jun-24,472.65,4,11,Sports,Lamp,Home,Female,1890.6,46-55,310,740,Jun-24,70
ORD5490,CUST1490,44,PROD690,Germany,13-Jun-23,28-Jan-24,1,cancelled,03-May-25,109.16,8,31,Clothing,Camera,Electronics,Female,873.28,36-45,754,229,May-25,60
ORD5491,CUST1491,50,PROD691,USA,14-Jan-22,23-Dec-22,3,paused,23-Jan-23,261.49,5,25,Sports,Bluetooth Speaker,Electronics,Male,1307.45,46-55,1155,343,Jan-23,100
ORD5492,CUST1492,49,PROD692,UK,30-Sep-20,25-Mar-24,5,active,16-Jul-22,69.48,7,41,Home,Cricket Bat,Sports,Female,486.36,46-55,697,1272,Jul-22,80
ORD5493,CUST1493,38,PROD693,Canada,31-May-23,22-Jul-25,2,active,22-Feb-25,1481.71,1,37,Clothing,Shirt,Clothing,Female,1481.71,36-45,213,783,Feb-25,70
ORD5494,CUST1494,25,PROD694,Canada,26-Jan-23,13-Oct-23,0,cancelled,29-Mar-24,189.21,9,30,Clothing,Hoodie,Clothing,Male,1702.89,18-25,861,260,Mar-24,50
ORD5495,CUST1495,62,PROD695,India,07-Sep-21,11-Dec-21,3,active,06-Jun-23,271.14,4,42,Sports,Face Wash,Beauty,Female,1084.56,56+,1532,95,Jun-23,80
ORD5496,CUST1496,33,PROD696,Canada,19-Sep-22,11-Jan-23,5,active,22-Mar-25,396.81,5,20,Clothing,Camera,Electronics,Female,1984.05,26-35,1136,114,Mar-25,80
ORD5497,CUST1497,20,PROD697,UK,14-Jul-21,30-Jan-25,0,cancelled,12-Jul-23,836.76,2,47,Beauty,Skirt,Clothing,Male,1673.52,18-25,386,1296,Jul-23,50
ORD5498,CUST1498,29,PROD698,Canada,15-Jun-21,06-Mar-22,1,active,15-Aug-23,71.96,2,7,Beauty,Lipstick,Beauty,Male,143.92,26-35,1447,264,Aug-23,60
ORD5499,CUST1499,45,PROD699,Pakistan,13-Apr-22,25-Aug-22,3,active,03-May-22,1601.28,1,33,Beauty,Shirt,Clothing,Male,1601.28,36-45,1275,134,May-22,80
ORD5500,CUST1500,49,PROD700,Canada,02-May-21,24-Feb-22,3,paused,15-Jul-22,582.99,3,3,Clothing,Perfume,Beauty,Female,1748.97,46-55,1457,298,Jul-22,100
ORD5501,CUST1501,51,PROD701,Pakistan,01-Oct-22,27-May-23,3,paused,22-May-24,307.14,2,34,Home,Basketball,Sports,Other,614.28,46-55,1000,238,May-24,100
ORD5502,CUST1502,66,PROD702,USA,08-Nov-21,17-Jan-25,4,paused,24-Mar-22,193.22,8,32,Beauty,Shirt,Clothing,Male,1545.76,56+,399,1166,Mar-22,100
ORD5503,CUST1503,58,PROD703,USA,04-Apr-22,25-May-24,1,cancelled,27-Apr-25,996.56,2,32,Beauty,Camera,Electronics,Male,1993.12,56+,636,782,Apr-25,60
ORD5504,CUST1504,31,PROD704,Pakistan,06-Apr-23,29-Mar-25,0,active,16-Jun-24,965.67,2,42,Clothing,Microwave,Home,Female,1931.34,26-35,328,723,Jun-24,50
ORD5505,CUST1505,35,PROD705,Canada,22-Jul-23,02-Jun-25,4,active,22-Sep-24,134.86,9,7,Electronics,Dress,Clothing,Male,1213.74,26-35,263,681,Sep-24,80
ORD5506,CUST1506,48,PROD706,Pakistan,26-Oct-20,06-Jun-22,2,active,21-Oct-24,59.06,8,27,Clothing,T-Shirt,Clothing,Female,472.48,46-55,1355,588,Oct-24,70
ORD5507,CUST1507,34,PROD707,Pakistan,30-Mar-21,26-Jul-25,0,cancelled,02-Oct-21,163.78,5,14,Electronics,Gaming Console,Electronics,Male,818.9,26-35,209,1579,Oct-21,50
ORD5508,CUST1508,57,PROD708,India,08-Sep-21,04-Jan-24,3,paused,24-Apr-24,204.26,9,38,Beauty,Dining Table,Home,Female,1838.34,56+,778,848,Apr-24,100
ORD5509,CUST1509,42,PROD709,Germany,17-Jun-23,07-Aug-24,3,active,25-Sep-23,162.05,9,32,Electronics,Vacuum Cleaner,Home,Male,1458.45,36-45,562,417,Sep-23,80
ORD5510,CUST1510,60,PROD710,Germany,25-Oct-22,19-Jul-25,3,cancelled,26-Jan-24,124.82,6,43,Home,Sneakers,Clothing,Female,748.92,56+,216,998,Jan-24,80
ORD5511,CUST1511,28,PROD711,Canada,09-Aug-22,02-Sep-24,1,paused,07-Mar-24,81.49,7,32,Beauty,Vacuum Cleaner,Home,Female,570.43,26-35,536,755,Mar-24,80
ORD5512,CUST1512,34,PROD712,Canada,11-Jul-21,22-May-25,0,paused,25-Jul-22,36.04,3,23,Clothing,Face Wash,Beauty,Male,108.12,26-35,274,1411,Jul-22,70
ORD5513,CUST1513,44,PROD713,Germany,10-Dec-22,26-May-25,4,cancelled,05-Jan-24,243.55,7,26,Beauty,Jeans,Clothing,Male,1704.85,36-45,270,898,Jan-24,80
ORD5514,CUST1514,57,PROD714,India,20-Mar-21,08-Jan-23,1,active,18-Mar-23,428.54,3,33,Home,Tablet,Electronics,Male,1285.62,56+,1139,659,Mar-23,60
ORD5515,CUST1515,54,PROD715,India,25-May-22,12-Mar-23,5,active,09-Apr-25,234.67,3,8,Home,Bluetooth Speaker,Electronics,Male,704.01,46-55,1076,291,Apr-25,80
ORD5516,CUST1516,51,PROD716,India,04-Mar-21,17-Jun-23,1,cancelled,18-Jul-24,142.25,9,40,Home,Dining Table,Home,Male,1280.25,46-55,979,835,Jul-24,60
ORD5517,CUST1517,41,PROD717,USA,12-Mar-23,05-Sep-23,3,cancelled,14-Nov-23,116.18,6,20,Beauty,Dress,Clothing,Male,697.08,36-45,899,177,Nov-23,80
ORD5518,CUST1518,47,PROD718,UK,16-Jul-21,17-Aug-22,5,active,15-Feb-22,321.74,6,15,Clothing,Sneakers,Clothing,Male,1930.44,46-55,1283,397,Feb-22,80
ORD5519,CUST1519,26,PROD719,USA,01-Sep-20,22-May-22,1,active,12-Mar-23,266.97,5,9,Beauty,Smartphone,Electronics,Female,1334.85,26-35,1370,628,Mar-23,60
ORD5520,CUST1520,40,PROD720,Canada,22-Oct-22,06-Jan-23,1,active,30-Sep-24,283.96,5,36,Home,Bluetooth Speaker,Electronics,Female,1419.8,36-45,1141,76,Sep-24,60
ORD5521,CUST1521,43,PROD721,India,27-Feb-21,30-Jul-25,2,active,06-Jun-25,382.28,4,47,Sports,Dress,Clothing,Male,1529.12,36-45,205,1614,Jun-25,70
ORD5522,CUST1522,53,PROD722,USA,30-Jun-22,27-May-24,2,paused,09-Jul-24,217.42,4,43,Home,Cycling Helmet,Sports,Male,869.68,46-55,634,697,Jul-24,90
ORD5523,CUST1523,63,PROD723,Canada,24-Feb-22,13-Mar-22,3,active,18-Nov-23,57.75,8,5,Beauty,Lipstick,Beauty,Male,462,56+,1440,17,Nov-23,80
ORD5524,CUST1524,43,PROD724,USA,04-Mar-21,08-Jul-22,5,active,01-Mar-25,256.45,4,29,Home,Camera,Electronics,Female,1025.8,36-45,1323,491,Mar-25,80
ORD5525,CUST1525,66,PROD725,UK,07-Jun-23,12-Jun-24,5,paused,18-Sep-23,300.55,6,18,Electronics,Tablet,Electronics,Male,1803.3,56+,618,371,Sep-23,100
ORD5526,CUST1526,54,PROD726,India,17-Dec-21,17-Dec-21,3,paused,14-Jul-23,75.6,8,26,Sports,Smartphone,Electronics,Male,604.8,46-55,1526,0,Jul-23,100
ORD5527,CUST1527,30,PROD727,India,30-Nov-20,05-Jul-24,4,cancelled,20-Jul-24,1582.47,1,39,Beauty,Sofa,Home,Male,1582.47,26-35,595,1313,Jul-24,80
ORD5528,CUST1528,24,PROD728,USA,29-Aug-22,08-Mar-23,5,active,05-Jul-23,199.61,6,30,Beauty,Microwave,Home,Female,1197.66,18-25,1080,191,Jul-23,80
ORD5529,CUST1529,50,PROD729,UK,30-Mar-21,07-Jan-25,3,active,05-Apr-22,75.76,9,7,Electronics,Moisturizer,Beauty,Male,681.84,46-55,409,1379,Apr-22,80
ORD5530,CUST1530,26,PROD730,Canada,25-Mar-22,21-May-24,1,active,24-Sep-22,169.33,3,19,Beauty,Lamp,Home,Male,507.99,26-35,640,788,Sep-22,60
ORD5531,CUST1531,44,PROD731,Canada,09-May-22,23-Jul-22,5,active,14-Aug-22,279.79,5,32,Home,Cricket Bat,Sports,Female,1398.95,36-45,1308,75,Aug-22,80
ORD5532,CUST1532,40,PROD732,USA,18-Aug-22,12-Apr-23,3,active,27-Aug-24,18.93,4,45,Electronics,Blender,Home,Male,75.72,36-45,1045,237,Aug-24,80
ORD5533,CUST1533,41,PROD733,India,28-Nov-20,06-Jun-24,2,active,15-Sep-21,147.55,8,32,Home,Lamp,Home,Male,1180.4,36-45,624,1286,Sep-21,70
ORD5534,CUST1534,54,PROD734,UK,21-Jan-23,14-Nov-23,4,active,10-Jul-23,82.68,9,2,Clothing,Headphones,Electronics,Male,744.12,46-55,829,297,Jul-23,80
ORD5535,CUST1535,29,PROD735,Pakistan,22-Jan-23,17-Dec-23,4,cancelled,06-Oct-23,178.63,9,15,Beauty,Vacuum Cleaner,Home,Female,1607.67,26-35,796,329,Oct-23,80
ORD5536,CUST1536,20,PROD736,Pakistan,15-Jan-23,14-Feb-23,3,active,03-Oct-24,22.44,8,21,Home,Shirt,Clothing,Female,179.52,18-25,1102,30,Oct-24,80
ORD5537,CUST1537,59,PROD737,India,30-May-22,09-Oct-24,0,active,08-Nov-24,443.38,4,8,Sports,Headphones,Electronics,Female,1773.52,56+,499,863,Nov-24,50
ORD5538,CUST1538,37,PROD738,Canada,10-Jul-22,30-Jun-24,0,active,20-Nov-22,189.41,8,46,Electronics,Yoga Mat,Sports,Male,1515.28,36-45,600,721,Nov-22,50
ORD5539,CUST1539,61,PROD739,Canada,07-Nov-22,13-Feb-25,4,active,27-Jun-24,440.91,3,33,Electronics,Perfume,Beauty,Female,1322.73,56+,372,829,Jun-24,80
ORD5540,CUST1540,50,PROD740,Canada,02-Nov-20,15-Jul-22,5,active,05-Feb-21,944.82,2,29,Beauty,Smartwatch,Electronics,Female,1889.64,46-55,1316,620,Feb-21,80
ORD5541,CUST1541,67,PROD741,Pakistan,24-Dec-22,22-Jan-25,0,paused,05-Jun-24,892.74,2,49,Electronics,Blender,Home,Male,1785.48,56+,394,760,Jun-24,70
ORD5542,CUST1542,39,PROD742,UK,18-Jul-22,06-Nov-23,4,cancelled,25-Apr-23,589.28,3,9,Home,Blender,Home,Female,1767.84,36-45,837,476,Apr-23,80
ORD5543,CUST1543,64,PROD743,Pakistan,13-Dec-21,07-Jan-22,5,paused,07-Mar-23,233.33,3,38,Clothing,Jacket,Clothing,Male,699.99,56+,1505,25,Mar-23,100
ORD5544,CUST1544,59,PROD744,UK,08-Sep-22,25-Jun-25,2,active,11-May-25,168.05,9,3,Electronics,Lipstick,Beauty,Female,1512.45,56+,240,1021,May-25,70
ORD5545,CUST1545,40,PROD745,USA,24-Feb-23,11-Feb-24,2,active,12-Aug-25,227.34,5,17,Sports,Gaming Console,Electronics,Female,1136.7,36-45,740,352,Aug-25,70
ORD5546,CUST1546,36,PROD746,UK,04-Jul-21,26-Dec-22,2,active,09-Jan-25,164.42,3,22,Clothing,Lamp,Home,Male,493.26,36-45,1152,540,Jan-25,70
ORD5547,CUST1547,49,PROD747,Germany,21-May-23,10-Jul-25,2,active,23-Oct-23,577.99,1,12,Electronics,Tablet,Electronics,Female,577.99,46-55,225,781,Oct-23,70
ORD5548,CUST1548,35,PROD748,UK,28-Nov-20,24-Mar-25,4,paused,24-Mar-25,293.23,4,6,Beauty,Refrigerator,Home,Female,1172.92,26-35,333,1577,Mar-25,100
ORD5549,CUST1549,56,PROD749,UK,03-May-21,16-Apr-22,1,active,24-Jan-23,188.99,6,20,Beauty,Yoga Mat,Sports,Male,1133.94,56+,1406,348,Jan-23,60
ORD5550,CUST1550,57,PROD750,Canada,02-Oct-22,13-Apr-25,5,active,21-Jun-25,904.56,2,44,Clothing,Lipstick,Beauty,Male,1809.12,56+,313,924,Jun-25,80
ORD5551,CUST1551,63,PROD751,UK,11-Jul-21,25-Aug-23,0,active,01-Nov-24,1220.25,1,9,Home,Skirt,Clothing,Female,1220.25,56+,910,775,Nov-24,50
ORD5552,CUST1552,29,PROD752,India,06-May-22,16-Dec-22,2,active,20-Apr-23,34.17,6,35,Sports,Cycling Helmet,Sports,Female,205.02,26-35,1162,224,Apr-23,70
ORD5553,CUST1553,40,PROD753,USA,30-Aug-21,19-Jun-25,2,active,24-Oct-24,152.91,9,5,Beauty,Shampoo,Beauty,Female,1376.19,36-45,246,1389,Oct-24,70
ORD5554,CUST1554,54,PROD754,Germany,13-Apr-22,09-Feb-24,0,paused,05-Dec-22,28.96,8,22,Home,Blender,Home,Female,231.68,46-55,742,667,Dec-22,70
ORD5555,CUST1555,52,PROD755,India,28-Dec-21,23-Feb-24,3,active,04-Apr-24,167.97,7,6,Clothing,Jeans,Clothing,Male,1175.79,46-55,728,787,Apr-24,80
ORD5556,CUST1556,35,PROD756,India,20-Oct-20,02-Dec-22,5,active,20-Jun-23,329.43,3,35,Electronics,Dress,Clothing,Female,988.29,26-35,1176,773,Jun-23,80
ORD5557,CUST1557,67,PROD757,USA,09-Nov-22,09-Nov-24,4,active,06-Jan-24,1543.19,1,42,Beauty,Lamp,Home,Male,1543.19,56+,468,731,Jan-24,80
ORD5558,CUST1558,27,PROD758,UK,08-Dec-21,04-May-23,5,paused,06-Jan-25,524.51,2,43,Beauty,Dining Table,Home,Female,1049.02,26-35,1023,512,Jan-25,100
ORD5559,CUST1559,38,PROD759,Germany,20-May-21,31-Jul-21,4,active,22-Jun-22,342.38,4,41,Electronics,Jacket,Clothing,Female,1369.52,36-45,1665,72,Jun-22,80
ORD5560,CUST1560,41,PROD760,UK,11-May-23,02-Feb-25,3,cancelled,25-Jan-24,164.78,9,22,Clothing,Face Wash,Beauty,Female,1483.02,36-45,383,633,Jan-24,80
ORD5561,CUST1561,33,PROD761,India,12-Mar-21,03-Apr-24,3,active,31-Jan-24,159.26,9,30,Home,Moisturizer,Beauty,Male,1433.34,26-35,688,1118,Jan-24,80
ORD5562,CUST1562,45,PROD762,USA,09-Nov-22,08-Oct-24,3,active,05-Jan-24,33.22,8,7,Clothing,Chair,Home,Female,265.76,36-45,500,699,Jan-24,80
ORD5563,CUST1563,28,PROD763,Germany,22-Dec-21,28-Mar-24,4,cancelled,26-Feb-23,1815.34,1,19,Electronics,Blender,Home,Male,1815.34,26-35,694,827,Feb-23,80
ORD5564,CUST1564,27,PROD764,Germany,09-Jun-21,05-Apr-24,5,active,22-Aug-21,17,4,2,Clothing,Smartwatch,Electronics,Male,68,26-35,686,1031,Aug-21,80
ORD5565,CUST1565,33,PROD765,Pakistan,13-May-22,12-Oct-24,0,paused,20-Jan-24,108.08,6,5,Sports,Camera,Electronics,Male,648.48,26-35,496,883,Jan-24,70
ORD5566,CUST1566,28,PROD766,India,23-Feb-21,15-Jun-22,4,active,06-Nov-23,18.44,6,5,Beauty,Jacket,Clothing,Male,110.64,26-35,1346,477,Nov-23,80
ORD5567,CUST1567,58,PROD767,UK,12-Sep-20,25-Oct-21,1,paused,01-Nov-23,330.36,4,49,Clothing,Running Shoes,Sports,Female,1321.44,56+,1579,408,Nov-23,80
ORD5568,CUST1568,34,PROD768,Pakistan,20-Apr-23,17-Oct-23,2,active,04-Feb-25,138.99,7,36,Home,Moisturizer,Beauty,Female,972.93,26-35,857,180,Feb-25,70
ORD5569,CUST1569,52,PROD769,Canada,24-Nov-20,25-Aug-23,4,active,19-Dec-24,45.15,5,33,Sports,Laptop,Electronics,Female,225.75,46-55,910,1004,Dec-24,80
ORD5570,CUST1570,51,PROD770,USA,19-Oct-20,06-Nov-23,0,active,18-Mar-23,266.24,4,21,Beauty,Dining Table,Home,Male,1064.96,46-55,837,1113,Mar-23,50
ORD5571,CUST1571,38,PROD771,Pakistan,19-Feb-23,10-Apr-23,5,active,06-Jul-23,127.91,9,29,Sports,Lamp,Home,Male,1151.19,36-45,1047,50,Jul-23,80
ORD5572,CUST1572,46,PROD772,UK,20-May-23,14-Apr-25,0,active,28-Mar-24,49.35,7,49,Clothing,Perfume,Beauty,Female,345.45,46-55,312,695,Mar-24,50
ORD5573,CUST1573,35,PROD773,USA,12-Mar-21,04-Nov-23,4,active,15-Sep-21,12.69,9,14,Beauty,Camera,Electronics,Female,114.21,26-35,839,967,Sep-21,80
ORD5574,CUST1574,34,PROD774,Pakistan,15-Dec-21,27-May-25,4,active,16-Dec-24,55.16,8,5,Beauty,Skirt,Clothing,Male,441.28,26-35,269,1259,Dec-24,80
ORD5575,CUST1575,62,PROD775,Germany,24-Jul-21,28-May-25,4,active,09-Aug-24,228.64,8,18,Sports,Smartphone,Electronics,Other,1829.12,56+,268,1404,Aug-24,80
ORD5576,CUST1576,56,PROD776,USA,31-Jul-21,16-Apr-23,4,active,01-Jul-25,554.17,3,46,Clothing,Bluetooth Speaker,Electronics,Female,1662.51,56+,1041,624,Jul-25,80
ORD5577,CUST1577,43,PROD777,UK,04-Mar-21,02-Jun-21,5,active,05-Dec-22,559.72,1,3,Beauty,Yoga Mat,Sports,Female,559.72,36-45,1724,90,Dec-22,80
ORD5578,CUST1578,43,PROD778,USA,07-Jan-23,13-Aug-23,4,active,16-Jul-24,319.61,3,18,Sports,Hoodie,Clothing,Male,958.83,36-45,922,218,Jul-24,80
ORD5579,CUST1579,30,PROD779,Germany,21-Dec-22,26-Nov-23,0,active,29-Apr-23,71.54,6,12,Electronics,Camera,Electronics,Other,429.24,26-35,817,340,Apr-23,50
ORD5580,CUST1580,46,PROD780,Germany,02-Nov-20,17-Apr-23,4,active,22-Mar-24,36.79,8,17,Clothing,Jeans,Clothing,Male,294.32,46-55,1040,896,Mar-24,80
ORD5581,CUST1581,65,PROD781,UK,23-May-22,21-Mar-23,1,active,16-Jul-23,1276.55,1,48,Clothing,T-Shirt,Clothing,Male,1276.55,56+,1067,302,Jul-23,60
ORD5582,CUST1582,23,PROD782,UK,20-Dec-20,14-Nov-21,0,active,26-Mar-21,683.35,2,10,Electronics,Sneakers,Clothing,Male,1366.7,18-25,1559,329,Mar-21,50
ORD5583,CUST1583,56,PROD783,Canada,23-Sep-21,21-Feb-24,5,cancelled,09-Oct-22,137.79,5,12,Beauty,Lipstick,Beauty,Female,688.95,56+,730,881,Oct-22,80
ORD5584,CUST1584,62,PROD784,USA,01-Jun-22,09-Aug-25,5,active,13-Mar-24,309.26,4,17,Home,Shampoo,Beauty,Female,1237.04,56+,195,1165,Mar-24,80
ORD5585,CUST1585,31,PROD785,Pakistan,22-Apr-22,17-Oct-24,2,cancelled,25-Aug-23,43.08,5,22,Electronics,Nail Polish,Beauty,Female,215.4,26-35,491,909,Aug-23,70
ORD5586,CUST1586,67,PROD786,Germany,29-Jun-23,02-Jan-25,4,active,19-Jun-24,659.12,3,32,Home,Cricket Bat,Sports,Female,1977.36,56+,414,553,Jun-24,80
ORD5587,CUST1587,69,PROD787,Canada,13-Jun-22,08-Nov-22,5,active,20-Nov-23,177.67,7,28,Sports,Shirt,Clothing,Female,1243.69,56+,1200,148,Nov-23,80
ORD5588,CUST1588,65,PROD788,USA,14-Mar-21,08-May-23,4,paused,08-Feb-22,215.02,7,19,Electronics,Dress,Clothing,Male,1505.14,56+,1019,785,Feb-22,100
ORD5589,CUST1589,51,PROD789,Germany,07-Jun-21,09-Jul-25,4,paused,07-Jul-24,978.5,1,14,Home,Face Wash,Beauty,Male,978.5,46-55,226,1493,Jul-24,100
ORD5590,CUST1590,43,PROD790,USA,01-Oct-20,11-Oct-24,0,active,27-Apr-22,180.39,2,44,Beauty,Chair,Home,Male,360.78,36-45,497,1471,Apr-22,50
ORD5591,CUST1591,56,PROD791,Canada,29-Sep-22,05-Dec-23,5,cancelled,17-Aug-24,275.98,4,21,Beauty,Microwave,Home,Female,1103.92,56+,808,432,Aug-24,80
ORD5592,CUST1592,30,PROD792,USA,08-Nov-22,20-Sep-24,0,active,15-Dec-24,105.63,7,36,Clothing,Laptop,Electronics,Female,739.41,26-35,518,682,Dec-24,50
ORD5593,CUST1593,35,PROD793,India,05-Jul-23,23-Jan-24,5,active,29-Jul-23,427.02,4,35,Beauty,Refrigerator,Home,Female,1708.08,26-35,759,202,Jul-23,80
ORD5594,CUST1594,20,PROD794,Germany,23-Apr-22,03-Apr-25,1,active,30-Sep-22,93.14,9,2,Sports,Microwave,Home,Female,838.26,18-25,323,1076,Sep-22,60
ORD5595,CUST1595,59,PROD795,Pakistan,18-Jan-22,03-Oct-23,4,paused,20-Sep-23,58.61,3,47,Clothing,Dumbbells,Sports,Other,175.83,56+,871,623,Sep-23,100
ORD5596,CUST1596,53,PROD796,Pakistan,02-Jan-23,14-Feb-24,0,cancelled,13-Apr-25,261.37,6,41,Electronics,Jacket,Clothing,Female,1568.22,46-55,737,408,Apr-25,50
ORD5597,CUST1597,66,PROD797,Canada,26-Jan-21,28-Jan-21,1,active,04-Dec-23,697.6,2,8,Electronics,Perfume,Beauty,Male,1395.2,56+,1849,2,Dec-23,60
ORD5598,CUST1598,31,PROD798,Pakistan,07-Jan-21,04-Jul-23,5,cancelled,24-Oct-21,612.55,3,9,Home,Sofa,Home,Female,1837.65,26-35,962,908,Oct-21,80
ORD5599,CUST1599,59,PROD799,Germany,09-Aug-22,23-Jun-24,0,active,14-Dec-22,150.44,2,47,Beauty,Cricket Bat,Sports,Female,300.88,56+,607,684,Dec-22,50
ORD5600,CUST1600,18,PROD800,Germany,04-Jul-23,02-Apr-25,5,active,19-Jul-23,118.23,9,40,Beauty,Dumbbells,Sports,Other,1064.07,18-25,324,638,Jul-23,80
ORD5601,CUST1601,57,PROD801,USA,24-Jul-22,11-Apr-24,4,active,07-Dec-24,1043.23,1,9,Electronics,Microwave,Home,Male,1043.23,56+,680,627,Dec-24,80
ORD5602,CUST1602,61,PROD802,Germany,07-Feb-22,01-Nov-24,0,paused,28-Apr-25,619.73,3,11,Home,Cycling Helmet,Sports,Female,1859.19,56+,476,998,Apr-25,70
